Time,Value
15:05:54,2
15:05:54,1
15:05:54,1
15:05:54,0
15:05:54,0
15:05:54,0
15:05:54,1
15:05:54,2
15:05:54,2
15:05:54,3
15:05:54,4
15:05:54,5
15:05:54,5
15:05:54,6
15:05:54,6
15:05:54,6
15:05:54,7
15:05:54,7
15:05:54,7
15:05:54,8
15:05:54,8
15:05:54,9
15:05:54,8
15:05:54,9
15:05:54,9
15:05:54,9
15:05:54,8
15:05:54,8
15:05:54,8
15:05:54,7
15:05:54,5
15:05:54,5
15:05:54,5
15:05:54,5
15:05:54,4
15:05:54,3
15:05:54,3
15:05:54,2
15:05:54,1
15:05:54,1
15:05:54,0
15:05:54,0
15:05:54,0
15:05:54,1
15:05:54,1
15:05:54,3
15:05:54,3
15:05:54,4
15:05:54,5
15:05:54,6
15:05:54,7
15:05:54,7
15:05:54,8
15:05:54,8
15:05:54,8
15:05:54,8
15:05:54,9
15:05:54,9
15:05:54,10
15:05:54,10
15:05:54,11
15:05:54,11
15:05:54,11
15:05:54,11
15:05:54,10
15:05:54,10
15:05:54,8
15:05:54,7
15:05:54,7
15:05:54,7
15:05:54,7
15:05:54,6
15:05:54,5
15:05:54,4
15:05:54,3
15:05:54,3
15:05:54,2
15:05:54,1
15:05:54,1
15:05:54,0
15:05:54,0
15:05:54,0
15:05:54,1
15:05:54,2
15:05:54,3
15:05:54,3
15:05:54,4
15:05:54,5
15:05:54,5
15:05:54,6
15:05:54,6
15:05:54,6
15:05:54,7
15:05:54,7
15:05:54,7
15:05:54,8
15:05:54,8
15:05:54,8
15:05:54,9
15:05:54,9
15:05:54,9
15:05:54,9
15:05:54,9
15:05:54,8
15:05:54,8
15:05:54,7
15:05:54,5
15:05:54,5
15:05:54,5
15:05:54,5
15:05:54,4
15:05:54,3
15:05:54,2
15:05:54,2
15:05:54,1
15:05:54,0
15:05:54,0
15:05:54,0
15:05:54,0
15:05:54,1
15:05:54,2
15:05:54,3
15:05:54,4
15:05:54,4
15:05:54,5
15:05:54,6
15:05:54,7
15:05:54,8
15:05:54,8
15:05:54,9
15:05:54,9
15:05:54,9
15:05:54,9
15:05:54,9
15:05:54,10
15:05:54,11
15:05:54,11
15:05:54,11
15:05:54,11
15:05:54,11
15:05:54,11
15:05:54,10
15:05:54,8
15:05:54,7
15:05:54,7
15:05:54,7
15:05:54,7
15:05:54,6
15:05:54,5
15:05:54,4
15:05:54,3
15:05:54,2
15:05:54,2
15:05:54,1
15:05:54,0
15:05:54,0
15:05:54,0
15:05:54,0
15:05:54,1
15:05:54,2
15:05:54,3
15:05:54,3
15:05:54,4
15:05:54,5
15:05:54,6
15:05:54,6
15:05:54,6
15:05:54,6
15:05:54,7
15:05:54,7
15:05:54,8
15:05:54,8
15:05:54,8
15:05:54,8
15:05:54,8
15:05:54,9
15:05:54,9
15:05:54,9
15:05:54,8
15:05:54,8
15:05:54,7
15:05:54,6
15:05:54,5
15:05:54,5
15:05:54,5
15:05:54,5
15:05:54,4
15:05:54,3
15:05:54,2
15:05:54,2
15:05:54,1
15:05:54,0
15:05:54,0
15:05:54,0
15:05:54,0
15:05:54,1
15:05:54,2
15:05:54,3
15:05:54,3
15:05:54,4
15:05:54,5
15:05:54,6
15:05:54,7
15:05:54,7
15:05:54,8
15:05:54,8
15:05:54,8
15:05:54,8
15:05:54,8
15:05:54,9
15:05:54,10
15:05:54,10
15:05:54,10
15:05:54,10
15:05:54,10
15:05:54,10
15:05:54,10
15:05:54,9
15:05:54,8
15:05:54,7
15:05:54,8
15:05:54,8
15:05:54,7
15:05:54,6
15:05:54,6
15:05:54,5
15:05:54,4
15:05:54,3
15:05:54,2
15:05:54,1
15:05:54,1
15:05:54,0
15:05:54,0
15:05:54,0
15:05:54,1
15:05:54,2
15:05:54,3
15:05:54,3
15:05:54,4
15:05:54,5
15:05:54,6
15:05:54,6
15:05:54,6
15:05:54,6
15:05:54,7
15:05:54,7
15:05:54,8
15:05:54,8
15:05:54,8
15:05:54,9
15:05:54,9
15:05:54,9
15:05:54,9
15:05:54,9
15:05:54,9
15:05:54,8
15:05:54,8
15:05:54,6
15:05:54,5
15:05:54,5
15:05:54,5
15:05:54,5
15:05:54,4
15:05:54,3
15:05:54,3
15:05:54,2
15:05:54,1
15:05:54,1
15:05:54,0
15:05:54,0
15:05:54,0
15:05:54,1
15:05:54,2
15:05:54,3
15:05:54,3
15:05:54,4
15:05:54,5
15:05:54,6
15:05:54,7
15:05:54,7
15:05:54,8
15:05:54,8
15:05:54,8
15:05:54,8
15:05:54,9
15:05:54,9
15:05:54,10
15:05:54,11
15:05:54,11
15:05:54,11
15:05:54,11
15:05:54,11
15:05:54,10
15:05:54,9
15:05:54,8
15:05:54,7
15:05:54,7
15:05:54,7
15:05:54,7
15:05:54,6
15:05:54,5
15:05:54,4
15:05:54,4
15:05:54,3
15:05:54,2
15:05:54,2
15:05:54,1
15:05:54,0
15:05:54,0
15:05:54,1
15:05:54,2
15:05:54,2
15:05:54,3
15:05:54,4
15:05:54,4
15:05:54,5
15:05:54,5
15:05:54,6
15:05:54,6
15:05:54,6
15:05:54,7
15:05:54,7
15:05:54,8
15:05:54,8
15:05:54,8
15:05:54,8
15:05:54,8
15:05:54,9
15:05:54,9
15:05:54,8
15:05:54,8
15:05:54,8
15:05:54,8
15:05:54,6
15:05:54,5
15:05:54,5
15:05:54,5
15:05:54,5
15:05:54,4
15:05:54,3
15:05:54,2
15:05:54,2
15:05:54,1
15:05:54,0
15:05:54,0
15:05:54,0
15:05:54,0
15:05:54,1
15:05:54,2
15:05:54,3
15:05:54,4
15:05:54,4
15:05:54,5
15:05:54,6
15:05:54,7
15:05:54,8
15:05:54,8
15:05:54,8
15:05:54,9
15:05:54,8
15:05:54,9
15:05:54,9
15:05:54,10
15:05:54,11
15:05:54,10
15:05:54,11
15:05:54,11
15:05:54,11
15:05:54,10
15:05:54,9
15:05:54,8
15:05:54,7
15:05:54,7
15:05:54,7
15:05:54,7
15:05:54,6
15:05:54,5
15:05:54,4
15:05:54,3
15:05:54,3
15:05:54,2
15:05:54,1
15:05:54,1
15:05:54,0
15:05:54,0
15:05:54,0
15:05:54,1
15:05:54,2
15:05:54,3
15:05:54,3
15:05:54,4
15:05:54,4
15:05:54,5
15:05:54,6
15:05:54,6
15:05:54,6
15:05:54,6
15:05:54,7
15:05:54,7
15:05:54,8
15:05:54,8
15:05:54,8
15:05:54,8
15:05:54,8
15:05:54,8
15:05:54,8
15:05:54,8
15:05:54,8
15:05:54,7
15:05:54,6
15:05:54,5
15:05:54,5
15:05:54,5
15:05:54,5
15:05:54,4
15:05:54,3
15:05:54,2
15:05:54,2
15:05:54,1
15:05:54,0
15:05:54,0
15:05:54,0
15:05:54,0
15:05:54,1
15:05:54,2
15:05:54,3
15:05:54,4
15:05:54,4
15:05:54,5
15:05:54,6
15:05:54,7
15:05:54,7
15:05:54,8
15:05:54,8
15:05:54,8
15:05:54,8
15:05:54,9
15:05:54,9
15:05:54,10
15:05:54,10
15:05:54,10
15:05:54,11
15:05:54,10
15:05:54,10
15:05:54,10
15:05:54,10
15:05:54,8
15:05:54,7
15:05:54,7
15:05:54,7
15:05:54,7
15:05:54,6
15:05:54,5
15:05:54,4
15:05:54,4
15:05:54,3
15:05:54,2
15:05:54,1
15:05:54,1
15:05:54,0
15:05:54,0
15:05:54,0
15:05:54,1
15:05:54,2
15:05:54,3
15:05:54,3
15:05:54,4
15:05:54,5
15:05:54,6
15:05:54,6
15:05:54,6
15:05:54,6
15:05:54,7
15:05:54,7
15:05:54,7
15:05:54,8
15:05:54,8
15:05:54,8
15:05:54,8
15:05:54,8
15:05:54,9
15:05:54,8
15:05:54,8
15:05:54,8
15:05:54,7
15:05:54,6
15:05:54,5
15:05:54,5
15:05:54,5
15:05:54,5
15:05:54,4
15:05:54,3
15:05:54,2
15:05:54,1
15:05:54,1
15:05:54,0
15:05:54,0
15:05:54,0
15:05:54,0
15:05:54,1
15:05:54,2
15:05:54,3
15:05:54,4
15:05:54,4
15:05:54,5
15:05:54,6
15:05:54,7
15:05:54,7
15:05:54,8
15:05:54,8
15:05:54,8
15:05:54,8
15:05:54,9
15:05:54,9
15:05:54,10
15:05:54,10
15:05:54,10
15:05:54,11
15:05:54,11
15:05:54,10
15:05:54,10
15:05:54,9
15:05:54,8
15:05:54,7
15:05:54,7
15:05:54,7
15:05:54,7
15:05:54,6
15:05:54,5
15:05:54,4
15:05:54,3
15:05:54,3
15:05:54,2
15:05:54,1
15:05:54,1
15:05:55,0
15:05:55,0
15:05:55,0
15:05:55,1
15:05:55,2
15:05:55,2
15:05:55,3
15:05:55,4
15:05:55,5
15:05:55,5
15:05:55,6
15:05:55,6
15:05:55,6
15:05:55,7
15:05:55,7
15:05:55,8
15:05:55,8
15:05:55,8
15:05:55,8
15:05:55,8
15:05:55,9
15:05:55,8
15:05:55,8
