Time,Value
15:05:50,4
15:05:50,4
15:05:50,3
15:05:50,3
15:05:50,2
15:05:50,2
15:05:50,2
15:05:50,1
15:05:50,0
15:05:50,0
15:05:50,0
15:05:50,0
15:05:50,1
15:05:50,1
15:05:50,2
15:05:50,3
15:05:50,3
15:05:50,4
15:05:50,4
15:05:50,4
15:05:50,4
15:05:50,5
15:05:50,5
15:05:50,6
15:05:50,7
15:05:50,7
15:05:50,7
15:05:50,8
15:05:50,8
15:05:50,8
15:05:50,8
15:05:50,8
15:05:50,8
15:05:50,6
15:05:50,6
15:05:50,7
15:05:50,7
15:05:50,7
15:05:50,6
15:05:50,6
15:05:50,5
15:05:50,5
15:05:50,5
15:05:50,4
15:05:50,4
15:05:50,3
15:05:50,3
15:05:50,2
15:05:50,1
15:05:50,0
15:05:50,0
15:05:50,0
15:05:50,0
15:05:50,0
15:05:51,1
15:05:51,1
15:05:51,2
15:05:51,2
15:05:51,2
15:05:51,2
15:05:51,3
15:05:51,4
15:05:51,4
15:05:51,5
15:05:51,5
15:05:51,6
15:05:51,6
15:05:51,6
15:05:51,7
15:05:51,7
15:05:51,7
15:05:51,6
15:05:51,5
15:05:51,4
15:05:51,5
15:05:51,6
15:05:51,5
15:05:51,5
15:05:51,4
15:05:51,4
15:05:51,3
15:05:51,3
15:05:51,3
15:05:51,2
15:05:51,2
15:05:51,1
15:05:51,0
15:05:51,0
15:05:51,0
15:05:51,0
15:05:51,1
15:05:51,1
15:05:51,2
15:05:51,2
15:05:51,3
15:05:51,3
15:05:51,4
15:05:51,4
15:05:51,4
15:05:51,5
15:05:51,5
15:05:51,6
15:05:51,7
15:05:51,7
15:05:51,7
15:05:51,8
15:05:51,8
15:05:51,8
15:05:51,8
15:05:51,8
15:05:51,8
15:05:51,7
15:05:51,6
15:05:51,7
15:05:51,7
15:05:51,7
15:05:51,7
15:05:51,6
15:05:51,6
15:05:51,5
15:05:51,5
15:05:51,4
15:05:51,4
15:05:51,4
15:05:51,3
15:05:51,2
15:05:51,2
15:05:51,1
15:05:51,0
15:05:51,0
15:05:51,0
15:05:51,0
15:05:51,1
15:05:51,1
15:05:51,2
15:05:51,2
15:05:51,2
15:05:51,2
15:05:51,3
15:05:51,4
15:05:51,4
15:05:51,5
15:05:51,5
15:05:51,5
15:05:51,6
