Time,Value
15:05:46,7
15:05:46,7
15:05:46,7
15:05:46,7
15:05:46,6
15:05:46,6
15:05:46,6
15:05:46,7
15:05:46,7
15:05:46,7
15:05:46,7
15:05:46,6
15:05:46,6
15:05:46,6
15:05:46,6
15:05:46,6
15:05:46,5
15:05:46,5
15:05:46,4
15:05:46,3
15:05:46,3
15:05:46,2
15:05:46,1
15:05:46,1
15:05:46,1
15:05:46,0
15:05:46,0
15:05:46,0
15:05:46,0
15:05:46,0
15:05:46,0
15:05:46,1
15:05:46,1
15:05:46,2
15:05:46,3
15:05:46,3
15:05:46,4
15:05:46,4
15:05:46,5
15:05:46,5
15:05:46,5
15:05:46,5
15:05:46,5
15:05:46,5
15:05:46,4
15:05:46,4
15:05:46,5
15:05:46,5
15:05:46,5
15:05:46,5
15:05:46,4
15:05:46,4
15:05:46,4
15:05:46,4
15:05:46,4
15:05:46,4
15:05:46,3
15:05:46,2
15:05:46,2
15:05:46,1
15:05:46,0
15:05:46,0
15:05:46,0
15:05:46,0
15:05:46,1
15:05:46,1
15:05:46,1
15:05:46,2
15:05:46,1
15:05:46,1
15:05:46,2
15:05:46,3
15:05:46,3
15:05:46,4
15:05:46,5
15:05:46,5
15:05:46,6
15:05:46,6
15:05:46,7
15:05:46,7
15:05:46,7
15:05:46,7
15:05:46,7
15:05:46,6
15:05:46,6
15:05:46,7
15:05:46,7
15:05:46,7
15:05:46,7
15:05:46,6
15:05:46,6
15:05:46,6
15:05:46,6
15:05:46,6
15:05:46,5
15:05:46,5
15:05:46,4
15:05:46,4
15:05:46,3
15:05:46,2
15:05:46,2
15:05:46,1
15:05:46,1
15:05:46,1
15:05:46,0
15:05:46,0
15:05:46,0
15:05:46,0
15:05:46,0
15:05:46,0
15:05:46,1
15:05:46,2
15:05:46,2
15:05:46,3
15:05:46,3
15:05:46,4
15:05:46,4
15:05:46,5
15:05:46,5
15:05:46,5
15:05:46,5
15:05:46,5
15:05:46,4
15:05:46,4
15:05:46,4
15:05:46,5
15:05:46,5
15:05:46,5
15:05:46,5
15:05:46,4
15:05:46,4
15:05:46,4
15:05:46,4
15:05:46,4
15:05:46,3
15:05:46,3
15:05:46,2
15:05:46,2
15:05:46,1
15:05:46,0
15:05:46,0
15:05:46,0
15:05:46,0
15:05:46,1
15:05:46,1
15:05:46,1
15:05:46,2
15:05:46,2
15:05:46,2
15:05:46,2
15:05:46,3
15:05:46,4
15:05:46,5
15:05:46,5
15:05:46,6
15:05:46,6
15:05:46,6
15:05:46,7
15:05:46,7
15:05:46,7
15:05:46,7
15:05:46,6
15:05:46,6
15:05:46,6
15:05:46,7
15:05:46,7
15:05:46,7
15:05:46,7
15:05:46,6
15:05:46,6
15:05:46,6
15:05:46,6
15:05:46,5
15:05:46,5
15:05:46,5
15:05:46,4
15:05:46,3
15:05:46,3
15:05:46,2
15:05:46,1
15:05:46,1
15:05:46,1
15:05:46,0
15:05:46,0
15:05:46,0
15:05:46,0
15:05:46,0
15:05:46,0
15:05:46,0
15:05:46,1
