Time,Value
15:05:37,2
15:05:37,2
15:05:37,2
15:05:37,1
15:05:37,1
15:05:37,0
15:05:37,0
15:05:37,0
15:05:37,0
15:05:37,1
15:05:37,1
15:05:37,2
15:05:37,0
15:05:37,1
15:05:37,1
15:05:37,2
15:05:37,2
15:05:37,2
15:05:37,2
15:05:37,2
15:05:37,3
15:05:37,4
15:05:37,4
15:05:37,5
15:05:37,5
15:05:37,5
15:05:37,5
15:05:37,6
15:05:37,6
15:05:37,6
15:05:37,6
15:05:37,5
15:05:37,4
15:05:37,4
15:05:37,4
15:05:37,5
15:05:37,4
15:05:37,4
15:05:37,3
15:05:37,3
15:05:37,2
15:05:37,2
15:05:37,2
15:05:37,1
15:05:37,1
15:05:37,0
15:05:37,0
15:05:37,0
15:05:37,0
15:05:37,1
15:05:37,1
15:05:37,2
15:05:38,5
15:05:38,5
15:05:38,5
15:05:38,6
15:05:38,6
15:05:38,6
15:05:38,6
15:05:38,5
15:05:38,4
15:05:38,4
15:05:38,4
15:05:38,4
15:05:38,4
15:05:38,4
15:05:38,4
15:05:38,3
15:05:38,3
15:05:38,2
15:05:38,2
15:05:38,2
15:05:38,1
15:05:38,1
15:05:38,1
15:05:38,0
15:05:38,0
15:05:38,0
15:05:38,0
15:05:38,0
15:05:38,1
15:05:38,1
15:05:38,2
15:05:38,2
15:05:38,3
15:05:38,3
15:05:38,3
15:05:38,4
15:05:38,3
15:05:38,4
15:05:38,4
15:05:38,5
15:05:38,5
15:05:38,6
15:05:38,6
15:05:38,6
15:05:38,7
15:05:38,7
15:05:38,7
15:05:38,8
15:05:38,8
15:05:38,8
15:05:38,8
15:05:38,7
15:05:38,6
15:05:38,6
15:05:38,6
15:05:38,6
15:05:38,6
15:05:38,6
15:05:38,5
15:05:38,5
15:05:38,5
15:05:38,4
15:05:38,4
15:05:38,4
15:05:38,3
15:05:38,3
15:05:38,2
15:05:38,2
15:05:38,1
15:05:38,0
15:05:38,0
15:05:38,0
15:05:38,0
15:05:38,0
15:05:38,0
15:05:38,1
15:05:38,1
15:05:38,2
15:05:38,2
15:05:38,2
15:05:38,2
15:05:38,2
15:05:38,2
15:05:38,3
15:05:38,4
15:05:38,4
15:05:38,4
15:05:38,5
15:05:38,5
15:05:38,5
15:05:38,5
15:05:38,6
15:05:38,6
15:05:38,6
15:05:38,6
15:05:38,5
15:05:38,4
15:05:38,4
15:05:38,4
15:05:38,5
15:05:38,4
15:05:38,4
15:05:38,4
15:05:38,3
15:05:38,3
15:05:38,3
15:05:38,2
15:05:38,2
15:05:38,1
15:05:38,1
15:05:38,1
15:05:38,0
15:05:38,0
15:05:38,0
15:05:38,0
15:05:38,1
15:05:38,1
15:05:38,2
15:05:38,2
15:05:38,3
15:05:38,3
15:05:38,3
15:05:38,4
15:05:38,4
15:05:38,4
15:05:38,4
15:05:38,4
15:05:38,5
15:05:38,6
15:05:38,6
15:05:38,6
15:05:38,7
15:05:38,7
15:05:38,7
15:05:38,8
15:05:38,8
15:05:38,8
